Entity,Code,Year,Age of electoral democracy
Venezuela,VEN,1819,not an electoral democracy
Venezuela,VEN,1820,no data
Venezuela,VEN,1821,no data
Venezuela,VEN,1822,no data
Venezuela,VEN,1823,no data
Venezuela,VEN,1824,no data
Venezuela,VEN,1825,no data
Venezuela,VEN,1826,no data
Venezuela,VEN,1827,no data
Venezuela,VEN,1828,no data
Venezuela,VEN,1829,no data
Venezuela,VEN,1830,not an electoral democracy
Venezuela,VEN,1831,not an electoral democracy
Venezuela,VEN,1832,not an electoral democracy
Venezuela,VEN,1833,not an electoral democracy
Venezuela,VEN,1834,not an electoral democracy
Venezuela,VEN,1835,not an electoral democracy
Venezuela,VEN,1836,not an electoral democracy
Venezuela,VEN,1837,not an electoral democracy
Venezuela,VEN,1838,not an electoral democracy
Venezuela,VEN,1839,not an electoral democracy
Venezuela,VEN,1840,not an electoral democracy
Venezuela,VEN,1841,not an electoral democracy
Venezuela,VEN,1842,not an electoral democracy
Venezuela,VEN,1843,not an electoral democracy
Venezuela,VEN,1844,not an electoral democracy
Venezuela,VEN,1845,not an electoral democracy
Venezuela,VEN,1846,not an electoral democracy
Venezuela,VEN,1847,not an electoral democracy
Venezuela,VEN,1848,not an electoral democracy
Venezuela,VEN,1849,not an electoral democracy
Venezuela,VEN,1850,not an electoral democracy
Venezuela,VEN,1851,not an electoral democracy
Venezuela,VEN,1852,not an electoral democracy
Venezuela,VEN,1853,not an electoral democracy
Venezuela,VEN,1854,not an electoral democracy
Venezuela,VEN,1855,not an electoral democracy
Venezuela,VEN,1856,not an electoral democracy
Venezuela,VEN,1857,not an electoral democracy
Venezuela,VEN,1858,not an electoral democracy
Venezuela,VEN,1859,not an electoral democracy
Venezuela,VEN,1860,not an electoral democracy
Venezuela,VEN,1861,not an electoral democracy
Venezuela,VEN,1862,not an electoral democracy
Venezuela,VEN,1863,not an electoral democracy
Venezuela,VEN,1864,not an electoral democracy
Venezuela,VEN,1865,not an electoral democracy
Venezuela,VEN,1866,not an electoral democracy
Venezuela,VEN,1867,not an electoral democracy
Venezuela,VEN,1868,not an electoral democracy
Venezuela,VEN,1869,not an electoral democracy
Venezuela,VEN,1870,not an electoral democracy
Venezuela,VEN,1871,not an electoral democracy
Venezuela,VEN,1872,not an electoral democracy
Venezuela,VEN,1873,not an electoral democracy
Venezuela,VEN,1874,not an electoral democracy
Venezuela,VEN,1875,not an electoral democracy
Venezuela,VEN,1876,not an electoral democracy
Venezuela,VEN,1877,not an electoral democracy
Venezuela,VEN,1878,not an electoral democracy
Venezuela,VEN,1879,not an electoral democracy
Venezuela,VEN,1880,not an electoral democracy
Venezuela,VEN,1881,not an electoral democracy
Venezuela,VEN,1882,not an electoral democracy
Venezuela,VEN,1883,not an electoral democracy
Venezuela,VEN,1884,not an electoral democracy
Venezuela,VEN,1885,not an electoral democracy
Venezuela,VEN,1886,not an electoral democracy
Venezuela,VEN,1887,not an electoral democracy
Venezuela,VEN,1888,not an electoral democracy
Venezuela,VEN,1889,not an electoral democracy
Venezuela,VEN,1890,not an electoral democracy
Venezuela,VEN,1891,not an electoral democracy
Venezuela,VEN,1892,not an electoral democracy
Venezuela,VEN,1893,not an electoral democracy
Venezuela,VEN,1894,not an electoral democracy
Venezuela,VEN,1895,not an electoral democracy
Venezuela,VEN,1896,not an electoral democracy
Venezuela,VEN,1897,not an electoral democracy
Venezuela,VEN,1898,not an electoral democracy
Venezuela,VEN,1899,not an electoral democracy
Venezuela,VEN,1900,not an electoral democracy
Venezuela,VEN,1901,not an electoral democracy
Venezuela,VEN,1902,not an electoral democracy
Venezuela,VEN,1903,not an electoral democracy
Venezuela,VEN,1904,not an electoral democracy
Venezuela,VEN,1905,not an electoral democracy
Venezuela,VEN,1906,not an electoral democracy
Venezuela,VEN,1907,not an electoral democracy
Venezuela,VEN,1908,not an electoral democracy
Venezuela,VEN,1909,not an electoral democracy
Venezuela,VEN,1910,not an electoral democracy
Venezuela,VEN,1911,not an electoral democracy
Venezuela,VEN,1912,not an electoral democracy
Venezuela,VEN,1913,not an electoral democracy
Venezuela,VEN,1914,not an electoral democracy
Venezuela,VEN,1915,not an electoral democracy
Venezuela,VEN,1916,not an electoral democracy
Venezuela,VEN,1917,not an electoral democracy
Venezuela,VEN,1918,not an electoral democracy
Venezuela,VEN,1919,not an electoral democracy
Venezuela,VEN,1920,not an electoral democracy
Venezuela,VEN,1921,not an electoral democracy
Venezuela,VEN,1922,not an electoral democracy
Venezuela,VEN,1923,not an electoral democracy
Venezuela,VEN,1924,not an electoral democracy
Venezuela,VEN,1925,not an electoral democracy
Venezuela,VEN,1926,not an electoral democracy
Venezuela,VEN,1927,not an electoral democracy
Venezuela,VEN,1928,not an electoral democracy
Venezuela,VEN,1929,not an electoral democracy
Venezuela,VEN,1930,not an electoral democracy
Venezuela,VEN,1931,not an electoral democracy
Venezuela,VEN,1932,not an electoral democracy
Venezuela,VEN,1933,not an electoral democracy
Venezuela,VEN,1934,not an electoral democracy
Venezuela,VEN,1935,not an electoral democracy
Venezuela,VEN,1936,not an electoral democracy
Venezuela,VEN,1937,not an electoral democracy
Venezuela,VEN,1938,not an electoral democracy
Venezuela,VEN,1939,not an electoral democracy
Venezuela,VEN,1940,not an electoral democracy
Venezuela,VEN,1941,not an electoral democracy
Venezuela,VEN,1942,not an electoral democracy
Venezuela,VEN,1943,not an electoral democracy
Venezuela,VEN,1944,not an electoral democracy
Venezuela,VEN,1945,not an electoral democracy
Venezuela,VEN,1946,not an electoral democracy
Venezuela,VEN,1947,not an electoral democracy
Venezuela,VEN,1948,not an electoral democracy
Venezuela,VEN,1949,not an electoral democracy
Venezuela,VEN,1950,not an electoral democracy
Venezuela,VEN,1951,not an electoral democracy
Venezuela,VEN,1952,not an electoral democracy
Venezuela,VEN,1953,not an electoral democracy
Venezuela,VEN,1954,not an electoral democracy
Venezuela,VEN,1955,not an electoral democracy
Venezuela,VEN,1956,not an electoral democracy
Venezuela,VEN,1957,not an electoral democracy
Venezuela,VEN,1958,not an electoral democracy
Venezuela,VEN,1959,not an electoral democracy
Venezuela,VEN,1960,not an electoral democracy
Venezuela,VEN,1961,not an electoral democracy
Venezuela,VEN,1962,not an electoral democracy
Venezuela,VEN,1963,1
Venezuela,VEN,1964,2
Venezuela,VEN,1965,3
Venezuela,VEN,1966,4
Venezuela,VEN,1967,5
Venezuela,VEN,1968,6
Venezuela,VEN,1969,7
Venezuela,VEN,1970,8
Venezuela,VEN,1971,9
Venezuela,VEN,1972,10
Venezuela,VEN,1973,11
Venezuela,VEN,1974,12
Venezuela,VEN,1975,13
Venezuela,VEN,1976,14
Venezuela,VEN,1977,15
Venezuela,VEN,1978,16
Venezuela,VEN,1979,17
Venezuela,VEN,1980,18
Venezuela,VEN,1981,19
Venezuela,VEN,1982,20
Venezuela,VEN,1983,21
Venezuela,VEN,1984,22
Venezuela,VEN,1985,23
Venezuela,VEN,1986,24
Venezuela,VEN,1987,25
Venezuela,VEN,1988,26
Venezuela,VEN,1989,27
Venezuela,VEN,1990,28
Venezuela,VEN,1991,29
Venezuela,VEN,1992,30
Venezuela,VEN,1993,31
Venezuela,VEN,1994,32
Venezuela,VEN,1995,33
Venezuela,VEN,1996,34
Venezuela,VEN,1997,35
Venezuela,VEN,1998,36
Venezuela,VEN,1999,37
Venezuela,VEN,2000,38
Venezuela,VEN,2001,39
Venezuela,VEN,2002,40
Venezuela,VEN,2003,not an electoral democracy
Venezuela,VEN,2004,not an electoral democracy
Venezuela,VEN,2005,not an electoral democracy
Venezuela,VEN,2006,not an electoral democracy
Venezuela,VEN,2007,not an electoral democracy
Venezuela,VEN,2008,not an electoral democracy
Venezuela,VEN,2009,not an electoral democracy
Venezuela,VEN,2010,not an electoral democracy
Venezuela,VEN,2011,not an electoral democracy
Venezuela,VEN,2012,not an electoral democracy
Venezuela,VEN,2013,not an electoral democracy
Venezuela,VEN,2014,not an electoral democracy
Venezuela,VEN,2015,not an electoral democracy
Venezuela,VEN,2016,not an electoral democracy
Venezuela,VEN,2017,not an electoral democracy
Venezuela,VEN,2018,not an electoral democracy
Venezuela,VEN,2019,not an electoral democracy
Venezuela,VEN,2020,not an electoral democracy
Vietnam,VNM,1789,no data
Vietnam,VNM,1790,no data
Vietnam,VNM,1791,no data
Vietnam,VNM,1792,no data
Vietnam,VNM,1793,no data
Vietnam,VNM,1794,no data
Vietnam,VNM,1795,no data
Vietnam,VNM,1796,no data
Vietnam,VNM,1797,no data
Vietnam,VNM,1798,no data
Vietnam,VNM,1799,no data
Vietnam,VNM,1800,no data
Vietnam,VNM,1801,no data
Vietnam,VNM,1802,no data
Vietnam,VNM,1803,no data
Vietnam,VNM,1804,no data
Vietnam,VNM,1805,no data
Vietnam,VNM,1806,no data
Vietnam,VNM,1807,no data
Vietnam,VNM,1808,no data
Vietnam,VNM,1809,no data
Vietnam,VNM,1810,no data
Vietnam,VNM,1811,no data
Vietnam,VNM,1812,no data
Vietnam,VNM,1813,no data
Vietnam,VNM,1814,no data
Vietnam,VNM,1815,no data
Vietnam,VNM,1816,no data
Vietnam,VNM,1817,no data
Vietnam,VNM,1818,no data
Vietnam,VNM,1819,no data
Vietnam,VNM,1820,no data
Vietnam,VNM,1821,no data
Vietnam,VNM,1822,no data
Vietnam,VNM,1823,no data
Vietnam,VNM,1824,no data
Vietnam,VNM,1825,no data
Vietnam,VNM,1826,no data
Vietnam,VNM,1827,no data
Vietnam,VNM,1828,no data
Vietnam,VNM,1829,no data
Vietnam,VNM,1830,no data
Vietnam,VNM,1831,no data
Vietnam,VNM,1832,no data
Vietnam,VNM,1833,no data
Vietnam,VNM,1834,no data
Vietnam,VNM,1835,no data
Vietnam,VNM,1836,no data
Vietnam,VNM,1837,no data
Vietnam,VNM,1838,no data
Vietnam,VNM,1839,no data
Vietnam,VNM,1840,no data
Vietnam,VNM,1841,no data
Vietnam,VNM,1842,no data
Vietnam,VNM,1843,no data
Vietnam,VNM,1844,no data
Vietnam,VNM,1845,no data
Vietnam,VNM,1846,no data
Vietnam,VNM,1847,no data
Vietnam,VNM,1848,no data
Vietnam,VNM,1849,no data
Vietnam,VNM,1850,no data
Vietnam,VNM,1851,no data
Vietnam,VNM,1852,no data
Vietnam,VNM,1853,no data
Vietnam,VNM,1854,no data
Vietnam,VNM,1855,no data
Vietnam,VNM,1856,no data
Vietnam,VNM,1857,no data
Vietnam,VNM,1858,no data
Vietnam,VNM,1859,no data
Vietnam,VNM,1860,no data
Vietnam,VNM,1861,no data
Vietnam,VNM,1862,no data
Vietnam,VNM,1863,no data
Vietnam,VNM,1864,no data
Vietnam,VNM,1865,no data
Vietnam,VNM,1866,no data
Vietnam,VNM,1867,no data
Vietnam,VNM,1868,no data
Vietnam,VNM,1869,no data
Vietnam,VNM,1870,no data
Vietnam,VNM,1871,no data
Vietnam,VNM,1872,no data
Vietnam,VNM,1873,no data
Vietnam,VNM,1874,no data
Vietnam,VNM,1875,no data
Vietnam,VNM,1876,no data
Vietnam,VNM,1877,no data
Vietnam,VNM,1878,no data
Vietnam,VNM,1879,no data
Vietnam,VNM,1880,no data
Vietnam,VNM,1881,no data
Vietnam,VNM,1882,no data
Vietnam,VNM,1883,no data
Vietnam,VNM,1884,no data
Vietnam,VNM,1885,no data
Vietnam,VNM,1886,no data
Vietnam,VNM,1887,no data
Vietnam,VNM,1888,no data
Vietnam,VNM,1889,no data
Vietnam,VNM,1890,no data
Vietnam,VNM,1891,no data
Vietnam,VNM,1892,no data
Vietnam,VNM,1893,no data
Vietnam,VNM,1894,no data
Vietnam,VNM,1895,no data
Vietnam,VNM,1896,no data
Vietnam,VNM,1897,no data
Vietnam,VNM,1898,no data
Vietnam,VNM,1899,no data
Vietnam,VNM,1900,no data
Vietnam,VNM,1901,no data
Vietnam,VNM,1902,no data
Vietnam,VNM,1903,no data
Vietnam,VNM,1904,no data
Vietnam,VNM,1905,no data
Vietnam,VNM,1906,no data
Vietnam,VNM,1907,no data
Vietnam,VNM,1908,no data
Vietnam,VNM,1909,no data
Vietnam,VNM,1910,no data
Vietnam,VNM,1911,no data
Vietnam,VNM,1912,no data
Vietnam,VNM,1913,no data
Vietnam,VNM,1914,no data
Vietnam,VNM,1915,no data
Vietnam,VNM,1916,no data
Vietnam,VNM,1917,no data
Vietnam,VNM,1918,no data
Vietnam,VNM,1919,no data
Vietnam,VNM,1920,no data
Vietnam,VNM,1921,no data
Vietnam,VNM,1922,no data
Vietnam,VNM,1923,no data
Vietnam,VNM,1924,no data
Vietnam,VNM,1925,no data
Vietnam,VNM,1926,no data
Vietnam,VNM,1927,no data
Vietnam,VNM,1928,no data
Vietnam,VNM,1929,no data
Vietnam,VNM,1930,no data
Vietnam,VNM,1931,no data
Vietnam,VNM,1932,no data
Vietnam,VNM,1933,no data
Vietnam,VNM,1934,no data
Vietnam,VNM,1935,no data
Vietnam,VNM,1936,no data
Vietnam,VNM,1937,no data
Vietnam,VNM,1938,no data
Vietnam,VNM,1939,no data
Vietnam,VNM,1940,no data
Vietnam,VNM,1941,no data
Vietnam,VNM,1942,no data
Vietnam,VNM,1943,no data
Vietnam,VNM,1944,no data
Vietnam,VNM,1945,not an electoral democracy
Vietnam,VNM,1946,not an electoral democracy
Vietnam,VNM,1947,not an electoral democracy
Vietnam,VNM,1948,not an electoral democracy
Vietnam,VNM,1949,not an electoral democracy
Vietnam,VNM,1950,not an electoral democracy
Vietnam,VNM,1951,not an electoral democracy
Vietnam,VNM,1952,not an electoral democracy
Vietnam,VNM,1953,not an electoral democracy
Vietnam,VNM,1954,not an electoral democracy
Vietnam,VNM,1955,not an electoral democracy
Vietnam,VNM,1956,not an electoral democracy
Vietnam,VNM,1957,not an electoral democracy
Vietnam,VNM,1958,not an electoral democracy
Vietnam,VNM,1959,not an electoral democracy
Vietnam,VNM,1960,not an electoral democracy
Vietnam,VNM,1961,not an electoral democracy
Vietnam,VNM,1962,not an electoral democracy
Vietnam,VNM,1963,not an electoral democracy
Vietnam,VNM,1964,not an electoral democracy
Vietnam,VNM,1965,not an electoral democracy
Vietnam,VNM,1966,not an electoral democracy
Vietnam,VNM,1967,not an electoral democracy
Vietnam,VNM,1968,not an electoral democracy
Vietnam,VNM,1969,not an electoral democracy
Vietnam,VNM,1970,not an electoral democracy
Vietnam,VNM,1971,not an electoral democracy
Vietnam,VNM,1972,not an electoral democracy
Vietnam,VNM,1973,not an electoral democracy
Vietnam,VNM,1974,not an electoral democracy
Vietnam,VNM,1975,not an electoral democracy
Vietnam,VNM,1976,not an electoral democracy
Vietnam,VNM,1977,not an electoral democracy
Vietnam,VNM,1978,not an electoral democracy
Vietnam,VNM,1979,not an electoral democracy
Vietnam,VNM,1980,not an electoral democracy
Vietnam,VNM,1981,not an electoral democracy
Vietnam,VNM,1982,not an electoral democracy
Vietnam,VNM,1983,not an electoral democracy
Vietnam,VNM,1984,not an electoral democracy
Vietnam,VNM,1985,not an electoral democracy
Vietnam,VNM,1986,not an electoral democracy
Vietnam,VNM,1987,not an electoral democracy
Vietnam,VNM,1988,not an electoral democracy
Vietnam,VNM,1989,not an electoral democracy
Vietnam,VNM,1990,not an electoral democracy
Vietnam,VNM,1991,not an electoral democracy
Vietnam,VNM,1992,not an electoral democracy
Vietnam,VNM,1993,not an electoral democracy
Vietnam,VNM,1994,not an electoral democracy
Vietnam,VNM,1995,not an electoral democracy
Vietnam,VNM,1996,not an electoral democracy
Vietnam,VNM,1997,not an electoral democracy
Vietnam,VNM,1998,not an electoral democracy
Vietnam,VNM,1999,not an electoral democracy
Vietnam,VNM,2000,not an electoral democracy
Vietnam,VNM,2001,not an electoral democracy
Vietnam,VNM,2002,not an electoral democracy
Vietnam,VNM,2003,not an electoral democracy
Vietnam,VNM,2004,not an electoral democracy
Vietnam,VNM,2005,not an electoral democracy
Vietnam,VNM,2006,not an electoral democracy
Vietnam,VNM,2007,not an electoral democracy
Vietnam,VNM,2008,not an electoral democracy
Vietnam,VNM,2009,not an electoral democracy
Vietnam,VNM,2010,not an electoral democracy
Vietnam,VNM,2011,not an electoral democracy
Vietnam,VNM,2012,not an electoral democracy
Vietnam,VNM,2013,not an electoral democracy
Vietnam,VNM,2014,not an electoral democracy
Vietnam,VNM,2015,not an electoral democracy
Vietnam,VNM,2016,not an electoral democracy
Vietnam,VNM,2017,not an electoral democracy
Vietnam,VNM,2018,not an electoral democracy
Vietnam,VNM,2019,not an electoral democracy
Vietnam,VNM,2020,not an electoral democracy
Wuerttemberg,,1789,no data
Wuerttemberg,,1790,no data
Wuerttemberg,,1791,no data
Wuerttemberg,,1792,no data
Wuerttemberg,,1793,no data
Wuerttemberg,,1794,no data
Wuerttemberg,,1795,no data
Wuerttemberg,,1796,no data
Wuerttemberg,,1797,no data
Wuerttemberg,,1798,no data
Wuerttemberg,,1799,no data
Wuerttemberg,,1800,no data
Wuerttemberg,,1801,no data
Wuerttemberg,,1802,no data
Wuerttemberg,,1803,no data
Wuerttemberg,,1804,no data
Wuerttemberg,,1805,no data
Wuerttemberg,,1806,no data
Wuerttemberg,,1807,no data
Wuerttemberg,,1808,no data
Wuerttemberg,,1809,no data
Wuerttemberg,,1810,no data
Wuerttemberg,,1811,no data
Wuerttemberg,,1812,no data
Wuerttemberg,,1813,no data
Wuerttemberg,,1814,no data
Wuerttemberg,,1815,not an electoral democracy
Wuerttemberg,,1816,not an electoral democracy
Wuerttemberg,,1817,not an electoral democracy
Wuerttemberg,,1818,not an electoral democracy
Wuerttemberg,,1819,not an electoral democracy
Wuerttemberg,,1820,not an electoral democracy
Wuerttemberg,,1821,not an electoral democracy
Wuerttemberg,,1822,not an electoral democracy
Wuerttemberg,,1823,not an electoral democracy
Wuerttemberg,,1824,not an electoral democracy
Wuerttemberg,,1825,not an electoral democracy
Wuerttemberg,,1826,not an electoral democracy
Wuerttemberg,,1827,not an electoral democracy
Wuerttemberg,,1828,not an electoral democracy
Wuerttemberg,,1829,not an electoral democracy
Wuerttemberg,,1830,not an electoral democracy
Wuerttemberg,,1831,not an electoral democracy
Wuerttemberg,,1832,not an electoral democracy
Wuerttemberg,,1833,not an electoral democracy
Wuerttemberg,,1834,not an electoral democracy
Wuerttemberg,,1835,not an electoral democracy
Wuerttemberg,,1836,not an electoral democracy
Wuerttemberg,,1837,not an electoral democracy
Wuerttemberg,,1838,not an electoral democracy
Wuerttemberg,,1839,not an electoral democracy
Wuerttemberg,,1840,not an electoral democracy
Wuerttemberg,,1841,not an electoral democracy
Wuerttemberg,,1842,not an electoral democracy
Wuerttemberg,,1843,not an electoral democracy
Wuerttemberg,,1844,not an electoral democracy
Wuerttemberg,,1845,not an electoral democracy
Wuerttemberg,,1846,not an electoral democracy
Wuerttemberg,,1847,not an electoral democracy
Wuerttemberg,,1848,not an electoral democracy
Wuerttemberg,,1849,not an electoral democracy
Wuerttemberg,,1850,not an electoral democracy
Wuerttemberg,,1851,not an electoral democracy
Wuerttemberg,,1852,not an electoral democracy
Wuerttemberg,,1853,not an electoral democracy
Wuerttemberg,,1854,not an electoral democracy
Wuerttemberg,,1855,not an electoral democracy
Wuerttemberg,,1856,not an electoral democracy
Wuerttemberg,,1857,not an electoral democracy
Wuerttemberg,,1858,not an electoral democracy
Wuerttemberg,,1859,not an electoral democracy
Wuerttemberg,,1860,not an electoral democracy
Wuerttemberg,,1861,not an electoral democracy
Wuerttemberg,,1862,not an electoral democracy
Wuerttemberg,,1863,not an electoral democracy
Wuerttemberg,,1864,not an electoral democracy
Wuerttemberg,,1865,not an electoral democracy
Wuerttemberg,,1866,not an electoral democracy
Wuerttemberg,,1867,not an electoral democracy
Wuerttemberg,,1868,not an electoral democracy
Wuerttemberg,,1869,not an electoral democracy
Wuerttemberg,,1870,not an electoral democracy
Wuerttemberg,,1871,not an electoral democracy
Wuerttemberg,,1872,no data
Wuerttemberg,,1873,no data
Wuerttemberg,,1874,no data
Wuerttemberg,,1875,no data
Wuerttemberg,,1876,no data
Wuerttemberg,,1877,no data
Wuerttemberg,,1878,no data
Wuerttemberg,,1879,no data
Wuerttemberg,,1880,no data
Wuerttemberg,,1881,no data
Wuerttemberg,,1882,no data
Wuerttemberg,,1883,no data
Wuerttemberg,,1884,no data
Wuerttemberg,,1885,no data
Wuerttemberg,,1886,no data
Wuerttemberg,,1887,no data
Wuerttemberg,,1888,no data
Wuerttemberg,,1889,no data
Wuerttemberg,,1890,no data
Wuerttemberg,,1891,no data
Wuerttemberg,,1892,no data
Wuerttemberg,,1893,no data
Wuerttemberg,,1894,no data
Wuerttemberg,,1895,no data
Wuerttemberg,,1896,no data
Wuerttemberg,,1897,no data
Wuerttemberg,,1898,no data
Wuerttemberg,,1899,no data
Wuerttemberg,,1900,no data
Wuerttemberg,,1901,no data
Wuerttemberg,,1902,no data
Wuerttemberg,,1903,no data
Wuerttemberg,,1904,no data
Wuerttemberg,,1905,no data
Wuerttemberg,,1906,no data
Wuerttemberg,,1907,no data
Wuerttemberg,,1908,no data
Wuerttemberg,,1909,no data
Wuerttemberg,,1910,no data
Wuerttemberg,,1911,no data
Wuerttemberg,,1912,no data
Wuerttemberg,,1913,no data
Wuerttemberg,,1914,no data
Wuerttemberg,,1915,no data
Wuerttemberg,,1916,no data
Wuerttemberg,,1917,no data
Wuerttemberg,,1918,no data
Wuerttemberg,,1919,no data
Wuerttemberg,,1920,no data
Wuerttemberg,,1921,no data
Wuerttemberg,,1922,no data
Wuerttemberg,,1923,no data
Wuerttemberg,,1924,no data
Wuerttemberg,,1925,no data
Wuerttemberg,,1926,no data
Wuerttemberg,,1927,no data
Wuerttemberg,,1928,no data
Wuerttemberg,,1929,no data
Wuerttemberg,,1930,no data
Wuerttemberg,,1931,no data
Wuerttemberg,,1932,no data
Wuerttemberg,,1933,no data
Wuerttemberg,,1934,no data
Wuerttemberg,,1935,no data
Wuerttemberg,,1936,no data
Wuerttemberg,,1937,no data
Wuerttemberg,,1938,no data
Wuerttemberg,,1939,no data
Wuerttemberg,,1940,no data
Wuerttemberg,,1941,no data
Wuerttemberg,,1942,no data
Wuerttemberg,,1943,no data
Wuerttemberg,,1944,no data
Wuerttemberg,,1945,no data
Wuerttemberg,,1946,no data
Wuerttemberg,,1947,no data
Wuerttemberg,,1948,no data
Wuerttemberg,,1949,no data
Wuerttemberg,,1950,no data
Wuerttemberg,,1951,no data
Wuerttemberg,,1952,no data
Wuerttemberg,,1953,no data
Wuerttemberg,,1954,no data
Wuerttemberg,,1955,no data
Wuerttemberg,,1956,no data
Wuerttemberg,,1957,no data
Wuerttemberg,,1958,no data
Wuerttemberg,,1959,no data
Wuerttemberg,,1960,no data
Wuerttemberg,,1961,no data
Wuerttemberg,,1962,no data
Wuerttemberg,,1963,no data
Wuerttemberg,,1964,no data
Wuerttemberg,,1965,no data
Wuerttemberg,,1966,no data
Wuerttemberg,,1967,no data
Wuerttemberg,,1968,no data
Wuerttemberg,,1969,no data
Wuerttemberg,,1970,no data
Wuerttemberg,,1971,no data
Wuerttemberg,,1972,no data
Wuerttemberg,,1973,no data
Wuerttemberg,,1974,no data
Wuerttemberg,,1975,no data
Wuerttemberg,,1976,no data
Wuerttemberg,,1977,no data
Wuerttemberg,,1978,no data
Wuerttemberg,,1979,no data
Wuerttemberg,,1980,no data
Wuerttemberg,,1981,no data
Wuerttemberg,,1982,no data
Wuerttemberg,,1983,no data
Wuerttemberg,,1984,no data
Wuerttemberg,,1985,no data
Wuerttemberg,,1986,no data
Wuerttemberg,,1987,no data
Wuerttemberg,,1988,no data
Wuerttemberg,,1989,no data
Wuerttemberg,,1990,no data
Wuerttemberg,,1991,no data
Wuerttemberg,,1992,no data
Wuerttemberg,,1993,no data
Wuerttemberg,,1994,no data
Wuerttemberg,,1995,no data
Wuerttemberg,,1996,no data
Wuerttemberg,,1997,no data
Wuerttemberg,,1998,no data
Wuerttemberg,,1999,no data
Wuerttemberg,,2000,no data
Wuerttemberg,,2001,no data
Wuerttemberg,,2002,no data
Wuerttemberg,,2003,no data
Wuerttemberg,,2004,no data
Wuerttemberg,,2005,no data
Wuerttemberg,,2006,no data
Wuerttemberg,,2007,no data
Wuerttemberg,,2008,no data
Wuerttemberg,,2009,no data
Wuerttemberg,,2010,no data
Wuerttemberg,,2011,no data
Wuerttemberg,,2012,no data
Wuerttemberg,,2013,no data
Wuerttemberg,,2014,no data
Wuerttemberg,,2015,no data
Wuerttemberg,,2016,no data
Wuerttemberg,,2017,no data
Wuerttemberg,,2018,no data
Wuerttemberg,,2019,no data
Wuerttemberg,,2020,no data
Yemen,YEM,1789,not an electoral democracy
Yemen,YEM,1790,not an electoral democracy
Yemen,YEM,1791,not an electoral democracy
Yemen,YEM,1792,not an electoral democracy
Yemen,YEM,1793,not an electoral democracy
Yemen,YEM,1794,not an electoral democracy
Yemen,YEM,1795,not an electoral democracy
Yemen,YEM,1796,not an electoral democracy
Yemen,YEM,1797,not an electoral democracy
Yemen,YEM,1798,not an electoral democracy
Yemen,YEM,1799,not an electoral democracy
Yemen,YEM,1800,not an electoral democracy
Yemen,YEM,1801,not an electoral democracy
Yemen,YEM,1802,not an electoral democracy
Yemen,YEM,1803,not an electoral democracy
Yemen,YEM,1804,not an electoral democracy
Yemen,YEM,1805,not an electoral democracy
Yemen,YEM,1806,not an electoral democracy
Yemen,YEM,1807,not an electoral democracy
Yemen,YEM,1808,not an electoral democracy
Yemen,YEM,1809,not an electoral democracy
Yemen,YEM,1810,not an electoral democracy
Yemen,YEM,1811,not an electoral democracy
Yemen,YEM,1812,not an electoral democracy
Yemen,YEM,1813,not an electoral democracy
Yemen,YEM,1814,not an electoral democracy
Yemen,YEM,1815,not an electoral democracy
Yemen,YEM,1816,not an electoral democracy
Yemen,YEM,1817,not an electoral democracy
Yemen,YEM,1818,not an electoral democracy
Yemen,YEM,1819,not an electoral democracy
Yemen,YEM,1820,not an electoral democracy
Yemen,YEM,1821,not an electoral democracy
Yemen,YEM,1822,not an electoral democracy
Yemen,YEM,1823,not an electoral democracy
Yemen,YEM,1824,not an electoral democracy
Yemen,YEM,1825,not an electoral democracy
Yemen,YEM,1826,not an electoral democracy
Yemen,YEM,1827,not an electoral democracy
Yemen,YEM,1828,not an electoral democracy
Yemen,YEM,1829,not an electoral democracy
Yemen,YEM,1830,not an electoral democracy
Yemen,YEM,1831,not an electoral democracy
Yemen,YEM,1832,not an electoral democracy
Yemen,YEM,1833,not an electoral democracy
Yemen,YEM,1834,not an electoral democracy
Yemen,YEM,1835,not an electoral democracy
Yemen,YEM,1836,not an electoral democracy
Yemen,YEM,1837,not an electoral democracy
Yemen,YEM,1838,not an electoral democracy
Yemen,YEM,1839,not an electoral democracy
Yemen,YEM,1840,not an electoral democracy
Yemen,YEM,1841,not an electoral democracy
Yemen,YEM,1842,not an electoral democracy
Yemen,YEM,1843,not an electoral democracy
Yemen,YEM,1844,not an electoral democracy
Yemen,YEM,1845,not an electoral democracy
Yemen,YEM,1846,not an electoral democracy
Yemen,YEM,1847,not an electoral democracy
Yemen,YEM,1848,not an electoral democracy
Yemen,YEM,1849,not an electoral democracy
Yemen,YEM,1850,not an electoral democracy
Yemen,YEM,1851,not an electoral democracy
Yemen,YEM,1852,not an electoral democracy
Yemen,YEM,1853,not an electoral democracy
Yemen,YEM,1854,not an electoral democracy
Yemen,YEM,1855,not an electoral democracy
Yemen,YEM,1856,not an electoral democracy
Yemen,YEM,1857,not an electoral democracy
Yemen,YEM,1858,not an electoral democracy
Yemen,YEM,1859,not an electoral democracy
Yemen,YEM,1860,not an electoral democracy
Yemen,YEM,1861,not an electoral democracy
Yemen,YEM,1862,not an electoral democracy
Yemen,YEM,1863,not an electoral democracy
Yemen,YEM,1864,not an electoral democracy
Yemen,YEM,1865,not an electoral democracy
Yemen,YEM,1866,not an electoral democracy
